-8523563559358038016,612,88ec0bc7-b4da-4a67-b2e5-04e1b1a878e3,2017-01-20T21:42:18.716Z
-8523563559358038016,627,88ec0bc7-b4da-4a67-b2e5-04e1b1a878e3,2017-01-20T21:28:03.159Z
5964596792141021184,207,CDA05272-152E-4BE3-9C8B-E3C759375AA2,2017-01-20T21:29:24.791Z
5964596792141021184,138,9C5BA7E3-845B-4630-B3CF-922158F1AA36,2017-01-20T21:34:03.318Z
5535345174177120256,900,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:18:23.455Z
5535345174177120256,17,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:59:45.899Z
5535345174177120256,47,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:29:34.188Z
5535345174177120256,355,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:24:28.987Z
5535345174177120256,112,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:58:13.136Z
5535345174177120256,219,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:11:47.340Z
5535345174177120256,172,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:17:22.511Z
5535345174177120256,369,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:26:00.577Z
5535345174177120256,961,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:23:28.037Z
5535345174177120256,180,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:57:42.215Z
5535345174177120256,451,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:07:43.268Z
5535345174177120256,647,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:11:16.743Z
5535345174177120256,325,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:15:50.962Z
5964596792141021184,368,9C5BA7E3-845B-4630-B3CF-922158F1AA36,2017-01-20T21:33:32.191Z
5535345174177120256,72,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:47:55.872Z
5535345174177120256,841,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:57:11.378Z
5535345174177120256,743,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:02:07.357Z
5535345174177120256,102,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:54:06.416Z
5535345174177120256,525,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:26:30.995Z
5535345174177120256,77,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:28:33.196Z
5535345174177120256,911,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:52:02.867Z
5535345174177120256,707,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:52:34.082Z
5535345174177120256,657,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:08:44.104Z
5535345174177120256,53,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:50:30.461Z
5535345174177120256,249,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:55:38.804Z
5535345174177120256,782,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:43:47.899Z
5535345174177120256,859,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:00:05.174Z
5535345174177120256,388,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:55:08.039Z
5535345174177120256,960,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:56:40.573Z
5535345174177120256,812,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:18:53.840Z
5535345174177120256,625,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:19:24.295Z
5535345174177120256,34,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:04:40.095Z
5535345174177120256,164,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:28:02.825Z
5535345174177120256,384,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:35:09.911Z
5535345174177120256,121,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:09:45.415Z
5535345174177120256,447,ABBA5AEB-639E-464F-9169-BE7FFE76F524,2017-01-20T21:10:46.025Z
